Latitude,Longitude,Soil information recorded in the paper,Sowing year,Crop growing season recorded in the paper,N input rates with the unit kg N ha-1 (details),Sowing month,Harvesting month,E,Tmax,Tmin,Crop_barley.winter,Crop_cotton,Crop_maize,Crop_rice,Crop_sorghum,Crop_soybean,Crop_sunflower,Crop_wheat.spring,Crop_wheat.winter,Crop sequence (details)_1,N input_No,N input_Yes,ST_Silt loam,Initial year of NT practice ( or first year of experiment if missing),Years since NT started (yrs),Residue management of previous crop in NT (details),Water applied in NT,Fertilization NT_No,Fertilization NT_Yes,Irrigation NT_No,Irrigation NT_Yes,Yield of NT
30.9,75.8,105,2006,98,95,7,11,446.7680882,35.09450211,13.0708079,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,2,91,0,0.0,1.0,0.0,1.0,2360.0
30.9,75.8,105,2006,98,123,7,11,446.7680882,35.09450211,13.0708079,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,2,91,0,0.0,1.0,0.0,1.0,2417.0
30.9,75.8,105,2007,98,95,7,11,457.7381161,35.81613061,11.17205607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,3,50,0,0.0,1.0,0.0,1.0,2239.0
30.9,75.8,105,2007,98,123,7,11,457.7381161,35.81613061,11.17205607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,3,91,0,0.0,1.0,0.0,1.0,2490.0
30.9,75.8,105,2007,98,0,7,11,457.7381161,35.81613061,11.17205607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005,3,91,0,1.0,0.0,0.0,1.0,1932.0
30.9,75.8,105,2007,98,95,7,11,457.7381161,35.81613061,11.17205607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,3,91,0,0.0,1.0,0.0,1.0,2383.0
30.9,75.8,105,2007,98,123,7,11,457.7381161,35.81613061,11.17205607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,3,50,0,0.0,1.0,0.0,1.0,2487.0
30.9,75.8,105,2007,98,95,7,11,457.7381161,35.81613061,11.17205607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,3,50,0,0.0,1.0,0.0,1.0,2460.0
30.9,75.8,105,2007,98,95,7,11,457.7381161,35.81613061,11.17205607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2005,3,91,0,0.0,1.0,0.0,1.0,2161.0
30.9,75.8,105,2007,98,0,7,11,457.7381161,35.81613061,11.17205607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005,3,50,0,1.0,0.0,0.0,1.0,1917.0
30.9,75.8,105,2008,26,0,12,5,567.6243543,40.27970246,7.68780173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2005,4,91,0,1.0,0.0,0.0,1.0,1187.0
30.9,75.8,105,2008,26,41,12,5,567.6243543,40.27970246,7.68780173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,4,91,0,0.0,1.0,0.0,1.0,3907.0
30.9,75.8,105,2008,26,62,12,5,567.6243543,40.27970246,7.68780173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,4,91,0,0.0,1.0,0.0,1.0,4323.0
30.9,75.8,105,2008,26,41,12,5,567.6243543,40.27970246,7.68780173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,4,91,0,0.0,1.0,0.0,1.0,4215.0
30.9,75.8,105,2008,26,0,12,5,567.6243543,40.27970246,7.68780173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2005,4,49,0,1.0,0.0,0.0,1.0,1063.0
30.9,75.8,105,2008,26,41,12,5,567.6243543,40.27970246,7.68780173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,4,49,0,0.0,1.0,0.0,1.0,3997.0
30.9,75.8,105,2008,26,62,12,5,567.6243543,40.27970246,7.68780173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,4,49,0,0.0,1.0,0.0,1.0,4349.0
30.9,75.8,105,2008,26,41,12,5,567.6243543,40.27970246,7.68780173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,4,49,0,0.0,1.0,0.0,1.0,4281.0
30.9,75.8,105,2005,26,0,12,5,553.8121462,39.83815839,4.642376807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2005,1,91,0,1.0,0.0,0.0,1.0,1301.0
30.9,75.8,105,2005,26,41,12,5,553.8121462,39.83815839,4.642376807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,1,91,0,0.0,1.0,0.0,1.0,4262.0
30.9,75.8,105,2005,26,62,12,5,553.8121462,39.83815839,4.642376807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,1,91,0,0.0,1.0,0.0,1.0,4578.0
30.9,75.8,105,2005,26,41,12,5,553.8121462,39.83815839,4.642376807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,1,91,0,0.0,1.0,0.0,1.0,4247.0
30.9,75.8,105,2005,26,0,12,5,553.8121462,39.83815839,4.642376807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2005,1,49,0,1.0,0.0,0.0,1.0,1232.0
30.9,75.8,105,2005,26,41,12,5,553.8121462,39.83815839,4.642376807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,1,49,0,0.0,1.0,0.0,1.0,3542.0
30.9,75.8,105,2005,26,62,12,5,553.8121462,39.83815839,4.642376807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,1,49,0,0.0,1.0,0.0,1.0,4153.0
30.9,75.8,105,2005,26,41,12,5,553.8121462,39.83815839,4.642376807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,1,49,0,0.0,1.0,0.0,1.0,3765.0
30.9,75.8,105,2006,26,0,12,5,553.9888433,39.39245999,5.029379568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2005,2,91,0,1.0,0.0,0.0,1.0,1360.0
30.9,75.8,105,2006,26,41,12,5,553.9888433,39.39245999,5.029379568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,2,91,0,0.0,1.0,0.0,1.0,4017.0
30.9,75.8,105,2006,26,62,12,5,553.9888433,39.39245999,5.029379568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,2,91,0,0.0,1.0,0.0,1.0,4220.0
30.9,75.8,105,2006,26,41,12,5,553.9888433,39.39245999,5.029379568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,2,91,0,0.0,1.0,0.0,1.0,4290.0
30.9,75.8,105,2006,26,0,12,5,553.9888433,39.39245999,5.029379568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2005,2,49,0,1.0,0.0,0.0,1.0,1170.0
30.9,75.8,105,2006,26,41,12,5,553.9888433,39.39245999,5.029379568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,2,49,0,0.0,1.0,0.0,1.0,3823.0
30.9,75.8,105,2006,26,62,12,5,553.9888433,39.39245999,5.029379568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,2,49,0,0.0,1.0,0.0,1.0,3930.0
30.9,75.8,105,2006,26,41,12,5,553.9888433,39.39245999,5.029379568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,2,49,0,0.0,1.0,0.0,1.0,3877.0
55.7,-120.35,117,1993,73,0,5,9,361.006,19.18953,2.33038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1979,15,109,0,0.0,1.0,0.0,1.0,1740.0
50.78,-106.5,86,2005,73,182,5,9,401.257,25.24008,3.02664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2004,2,72,0,0.0,1.0,0.0,1.0,2430.0
50.78,-106.5,86,2007,73,182,5,9,422.586,29.52203,3.62106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2004,4,72,0,0.0,1.0,0.0,1.0,2400.0
50.78,-106.5,86,2006,73,182,5,9,438.216,26.91783,5.66977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2004,3,72,0,0.0,1.0,0.0,1.0,3290.0
50.78,-106.5,86,2007,73,182,5,9,422.586,29.52203,3.62106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2004,4,72,0,0.0,1.0,0.0,1.0,1980.0
50.78,-106.5,86,2006,73,182,5,9,438.216,26.91783,5.66977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2004,3,72,0,0.0,1.0,0.0,1.0,1920.0
50.78,-106.5,86,2007,73,182,5,9,422.586,29.52203,3.62106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2004,4,72,0,0.0,1.0,0.0,1.0,1880.0
51.17,0.93,117,1999,79,0,4,10,402.353,22.07938,8.1423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1991,9,114,0,0.0,1.0,0.0,1.0,6900.0
51.17,0.93,117,1999,79,98,4,10,402.353,22.07938,8.1423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,9,114,0,0.0,1.0,0.0,1.0,7400.0
37.45,49.62,110,2010,73,162,4,8,541.086,31.85996,9.87071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2010,1,109,0,0.0,1.0,0.0,1.0,13800.0
52.85,-104.6,121,1994,160,0,5,9,390.479,22.76542,3.76857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,2,76,0,0.0,1.0,0.0,1.0,3610.0
52.85,-104.6,121,1995,160,0,5,9,409.975,23.95812,3.55895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,3,76,0,0.0,1.0,0.0,1.0,4160.0
52.85,-104.6,121,1996,160,0,5,9,387.566,24.70429,2.15221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,4,76,0,0.0,1.0,0.0,1.0,3360.0
52.85,-104.6,121,1997,160,0,5,9,393.437,24.67794,2.59849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1993,5,76,0,0.0,1.0,0.0,1.0,2920.0
52.85,-104.6,121,1994,160,15,5,9,390.4791039,22.76541827,3.768566009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1993,2,76,0,0.0,1.0,0.0,1.0,3960.0
52.85,-104.6,121,1995,160,15,5,9,409.9745296,23.95811971,3.558947655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1993,3,76,0,0.0,1.0,0.0,1.0,4500.0
52.85,-104.6,121,1996,160,15,5,9,387.5657813,24.70429254,2.152213312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1993,4,76,0,0.0,1.0,0.0,1.0,5200.0
52.85,-104.6,121,1997,160,15,5,9,393.4365098,24.6779352,2.598487608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1993,5,76,0,0.0,1.0,0.0,1.0,5100.0
29.02,79.49,121,1992,29,159,11,3,356.671,27.59334,9.27594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1992,1,109,26,0.0,1.0,0.0,1.0,3130.0
29.02,79.49,121,1993,29,159,11,3,348.575,31.62304,9.87624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1992,2,109,26,0.0,1.0,0.0,1.0,3650.0
32.42,-85.88,110,2004,73,170,5,11,619.027,33.52886,10.81742,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003,2,109,0,0.0,1.0,0.0,1.0,917.0
32.42,-85.88,110,2005,73,170,5,11,636.273,32.78787,7.81104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003,3,109,0,0.0,1.0,0.0,1.0,1547.0
32.42,-85.88,110,2006,73,170,5,11,654.105,35.26952,5.14283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003,4,109,0,0.0,1.0,0.0,1.0,855.0
34.28,-85.97,110,2001,73,58,4,9,609.677,31.09053,10.40166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000,2,65,0,0.0,1.0,0.0,1.0,10400.0
34.28,-85.97,110,2002,73,58,4,9,629.7,32.11294,11.09104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000,3,65,0,0.0,1.0,0.0,1.0,14300.0
34.28,-85.97,110,2003,73,58,4,9,580.529,31.50594,8.81776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000,4,65,0,0.0,1.0,0.0,1.0,8300.0
55.94,-3.21,110,1981,168,46,10,6,259.2143014,15.0189209,-4.704315186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1980,2,54,0,0.0,1.0,0.0,1.0,5970.0
-17.85,-63.0,77,1993,29,223,10,4,837.715,31.69535,19.33568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1987,7,109,0,0.0,0.0,0.0,1.0,1690.0
-17.85,-63.0,77,1991,80,223,12,6,684.744,30.36019,18.27191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1987,5,109,0,0.0,0.0,0.0,1.0,2240.0
-17.85,-63.0,77,1989,29,223,11,5,792.601,32.43272,17.13706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1987,3,109,0,0.0,0.0,0.0,1.0,2090.0
-17.85,-63.0,77,1990,29,223,11,5,771.358,31.17334,19.53539,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1987,4,109,0,0.0,0.0,0.0,1.0,2340.0
-17.85,-63.0,77,1991,29,223,11,5,733.253,30.36019,18.70055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1987,5,109,0,0.0,0.0,0.0,1.0,2460.0
-17.85,-63.0,77,1992,80,223,12,5,695.084,31.29821,16.73386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1987,6,109,0,0.0,0.0,0.0,1.0,1100.0
-17.85,-63.0,77,1989,80,223,3,8,415.619,29.05759,14.52299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1987,3,109,0,0.0,0.0,0.0,1.0,1560.0
-17.85,-63.0,77,1990,80,223,3,8,434.643,30.76461,13.45217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1987,4,109,0,0.0,0.0,0.0,1.0,1400.0
-34.84,-58.47,67,1999,12,0,10,4,683.012,30.72099,10.55833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,3,109,0,1.0,0.0,0.0,1.0,4200.0
-34.84,-58.47,67,1998,37,0,11,4,607.016,27.86424,9.55986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,2,109,0,1.0,0.0,0.0,1.0,1500.0
35.18,-102.08,92,1990,73,0,5,9,502.673,35.70446,10.12735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,3,109,0,0.0,1.0,0.0,1.0,1070.0
35.18,-102.08,92,1991,73,0,5,9,508.094,31.10949,12.64705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,4,109,0,0.0,1.0,0.0,1.0,4020.0
35.18,-102.08,92,1993,73,0,5,9,539.526,33.18162,10.80618,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,6,109,0,0.0,1.0,0.0,1.0,3600.0
35.18,-102.08,92,1994,73,0,5,9,541.615,35.1396,12.22302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,7,109,0,0.0,1.0,0.0,1.0,4180.0
35.18,-102.08,92,1995,73,0,5,9,501.681,33.92281,10.25555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1988,8,109,0,0.0,1.0,0.0,1.0,3320.0
35.18,-102.08,92,1990,73,0,10,6,575.219,31.10949,-6.43165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1988,3,109,0,0.0,1.0,0.0,1.0,1990.0
35.18,-102.08,92,1991,73,0,10,6,568.23,29.11494,-3.41678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1988,4,109,0,0.0,1.0,0.0,1.0,1460.0
35.18,-102.08,92,1992,73,0,10,6,588.327,31.3493,-4.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1988,5,109,0,0.0,1.0,0.0,1.0,3260.0
35.18,-102.08,92,1993,73,0,10,6,593.079,35.1396,-4.95282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1988,6,109,0,0.0,1.0,0.0,1.0,2070.0
35.18,-102.08,92,1994,73,0,10,6,561.391,29.86785,-2.15497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1988,7,109,0,0.0,1.0,0.0,1.0,1910.0
35.18,-102.08,92,1995,73,0,10,6,596.24,32.22011,-6.12318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1988,8,109,0,0.0,1.0,0.0,1.0,800.0
33.69,-101.83,92,1987,98,165,5,10,551.749,32.33449,8.65994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1987,1,109,0,0.0,1.0,0.0,1.0,1020.0
33.69,-101.83,92,1988,98,165,5,10,548.268,32.34307,8.85255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1987,2,109,0,0.0,1.0,0.0,1.0,630.0
40.92,-90.72,86,2012,73,122,5,10,559.736,34.64616,4.47773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,17,109,0,0.0,1.0,0.0,1.0,7706.0
40.92,-90.72,86,2013,73,122,5,10,532.572,29.63297,5.49323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,18,109,0,0.0,1.0,0.0,1.0,8202.0
40.92,-90.72,86,2014,73,122,5,10,511.805,28.84338,6.25713,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,19,109,0,0.0,1.0,0.0,1.0,13266.0
40.92,-90.72,86,2015,73,122,5,10,509.583,29.30252,7.53122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,20,109,0,0.0,1.0,0.0,1.0,14642.0
40.92,-90.72,86,2012,73,144,5,10,559.736,34.64616,4.47773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,17,109,0,0.0,1.0,0.0,1.0,14202.0
40.92,-90.72,86,2013,73,144,5,10,532.572,29.63297,5.49323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,18,109,0,0.0,1.0,0.0,1.0,12440.0
40.92,-90.72,86,2014,73,144,5,10,511.805,28.84338,6.25713,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,19,109,0,0.0,1.0,0.0,1.0,13651.0
40.92,-90.72,86,2015,73,144,5,10,509.583,29.30252,7.53122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,20,109,0,0.0,1.0,0.0,1.0,14807.0
40.92,-90.72,86,2012,73,144,5,10,559.736,34.64616,4.47773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,17,109,0,0.0,1.0,0.0,1.0,14202.0
40.92,-90.72,86,2013,73,144,5,10,532.572,29.63297,5.49323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,18,109,0,0.0,1.0,0.0,1.0,13156.0
40.92,-90.72,86,2014,73,144,5,10,511.805,28.84338,6.25713,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,19,109,0,0.0,1.0,0.0,1.0,13266.0
40.92,-90.72,86,2015,73,144,5,10,509.583,29.30252,7.53122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996,20,109,0,0.0,1.0,0.0,1.0,15193.0
40.92,-90.72,86,2012,73,0,5,10,559.736,34.64616,4.47773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,17,109,0,0.0,1.0,0.0,1.0,4239.0
40.92,-90.72,86,2013,73,0,5,10,532.572,29.63297,5.49323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,18,109,0,0.0,1.0,0.0,1.0,3853.0
40.92,-90.72,86,2014,73,0,5,10,511.805,28.84338,6.25713,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,19,109,0,0.0,1.0,0.0,1.0,3908.0
40.92,-90.72,86,2015,73,0,5,10,509.583,29.30252,7.53122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,20,109,0,0.0,1.0,0.0,1.0,4789.0
40.92,-90.72,86,2012,73,0,5,10,559.736,34.64616,4.47773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,17,109,0,0.0,1.0,0.0,1.0,3798.0
40.92,-90.72,86,2013,73,0,5,10,532.572,29.63297,5.49323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,18,109,0,0.0,1.0,0.0,1.0,3523.0
40.92,-90.72,86,2014,73,0,5,10,511.805,28.84338,6.25713,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,19,109,0,0.0,1.0,0.0,1.0,3963.0
40.92,-90.72,86,2015,73,0,5,10,509.583,29.30252,7.53122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,20,109,0,0.0,1.0,0.0,1.0,4459.0
40.92,-90.72,86,2012,8,152,10,7,573.735,28.99329,-8.35604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1996,17,109,0,0.0,1.0,0.0,1.0,5890.0
40.92,-90.72,86,2013,8,152,10,7,566.135,28.34568,-14.07199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1996,18,109,0,0.0,1.0,0.0,1.0,3534.0
40.92,-90.72,86,2014,8,152,10,7,572.522,29.30252,-13.9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1996,19,109,0,0.0,1.0,0.0,1.0,5119.0
40.92,-90.72,86,2015,8,152,10,7,599.037,30.52077,-8.00098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1996,20,109,0,0.0,1.0,0.0,1.0,2862.0
40.7,-94.35,86,1998,69,139,5,10,568.5436623,29.9216092,7.987771311,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1990,9,109,0,0.0,1.0,0.0,1.0,9150.0
42.07,-94.85,86,1999,69,139,5,10,528.906,31.16765,1.95897,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1990,10,109,0,0.0,1.0,0.0,1.0,11339.0
42.07,-94.85,86,1998,69,139,5,10,538.9309508,29.08774296,5.736031809,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1990,9,109,0,0.0,1.0,0.0,1.0,9463.0
42.43,-92.85,86,1998,69,139,5,10,511.1500178,28.65195588,5.909254013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1990,9,109,0,0.0,1.0,0.0,1.0,9673.0
42.43,-92.85,86,1999,69,139,5,10,529.12,30.45613,2.28318,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1990,10,109,0,0.0,1.0,0.0,1.0,11545.0
42.07,-91.67,86,1999,69,139,5,10,538.349,31.00652,2.87896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1990,10,109,0,0.0,1.0,0.0,1.0,10870.0
